text,rating,open,review_len,price,description,brief_des,attribute,location
Blueberry Hill,4.5,Open Now,401 reviews,$,"Local cuisine, American, Diner, Vegetarian Friendly, Vegan Options", American Diner Vegetarian Friendly,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,American, Diner,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible","1505 E Flamingo Rd, Las Vegas, NV 89119-5277"
Therapy,4.5,Open Now,341 reviews,$$ - $$$,"Local cuisine, American, Bar, Vegetarian Friendly, Vegan Options",   American Bar Vegetarian Friendly,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch,American, Bar,Takeout, Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","518 Fremont St, Las Vegas, NV 89101-5612"
Tommy Bahama's Restaurant & Bar,4.5,Closed Now,365 reviews,$$ - $$$,"Local cuisine, American, Caribbean, Bar, Vegetarian Friendly, Vegan Options",   American Caribbean Bar,"$31 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night, Drinks,American, Caribbean, Bar,Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards","6635 Las Vegas Blvd S, Las Vegas, NV 89119-3264"
Mizumi,4.5,Closed Now,617 reviews,$$$$,"Japanese, Sushi, Asian, Vegetarian Friendly, Vegan Options", Japanese Sushi Asian,"$0,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,Japanese, Sushi, Asian,Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","3131 Las Vegas Blvd S, Las Vegas, NV 89109-1967"
The Palm Las Vegas,4.5,Open Now,"1,069 reviews",$$$$,"Local cuisine, American, Steakhouse, Seafood, Vegetarian Friendly", American Steakhouse Seafood,"$40 - $60,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,American, Steakhouse, Seafood,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","3500 Las Vegas Blvd S Forum Shops at Caesars, Las Vegas, NV 89109-8900"
Maggiano's,4.5,Open Now,"3,164 reviews",$$ - $$$,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options",   Italian Vegetarian Friendly Vegan Options,"$30 - $60,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,Italian,Takeout, Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3200 Las Vegas Blvd S Ste 2144, Las Vegas, NV 89109-2612"
Rose. Rabbit. Lie.,4.5,Closed Now,585 reviews,$$$$,"American, Vegetarian Friendly, Vegan Options, Gluten Free Options", American Vegetarian Friendly Vegan Options,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Dinner, Drinks,American,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","The Cosmopolitan of Las Vegas, Level 2, West End Tower 3708 Las Vegas Boulevard South, Las Vegas, NV 89109"
Delmonico Steakhouse,4.5,Closed Now,"2,230 reviews",$$$$,"American, Steakhouse, Vegetarian Friendly, Gluten Free Options", American Steakhouse Vegetarian Friendly,"$60 - $80,Vegetarian Friendly, Gluten Free Options,Lunch, Dinner, Late Night,American, Steakhouse,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar","3355 Las Vegas Blvd S The Venetian, Las Vegas, NV 89109-8941"
Yama Sushi,4.5,Open Now,537 reviews,$$ - $$$,"Japanese, Sushi, Asian, Vegetarian Friendly, Vegan Options",   Japanese Sushi Asian,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,Japanese, Sushi, Asian,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible, Serves Alcohol","1350 E Flamingo Rd Ste 18, Las Vegas, NV 89119-5269"
Primarily Prime Rib,4.5,Closed Now,306 reviews,$$ - $$$,"American, Steakhouse, Gluten Free Options",   American Steakhouse Gluten Free Options,"$0,Gluten Free Options,Dinner, Late Night,American, Steakhouse,Wheelchair Accessible, Serves Alcohol, Full Bar, Reservations, Seating, Waitstaff, Parking Available, Valet Parking, Free Off-Street Parking, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards","9777 Las Vegas Blvd S South Point Hotel, Casino & Spa, Las Vegas, NV 89183-4013"
Mesa Grill,4.5,Closed Now,"3,655 reviews",$$$$,"Mexican, Vegetarian Friendly, Vegan Options, Gluten Free Options", Mexican Vegetarian Friendly Vegan Options,"$30 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,Mexican,Reservations, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","3570 Las Vegas Blvd S Caesars Palace, Las Vegas, NV 89109-8924"
Top of the World,4.5,Open Now,"5,803 reviews",$$$$,"Local cuisine, American, Steakhouse, Seafood, International", American Steakhouse Seafood,"$50 - $80,Vegetarian Friendly, Vegan Options, Gluten Free Options,Brunch, Lunch, Dinner, Late Night,American, Steakhouse, Seafood, International,Seating, Waitstaff, Parking Available, Valet Parking, Free Off-Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Reservations, Validated Parking, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Accepts Credit Cards","2000 Las Vegas Blvd S, Las Vegas, NV 89104-2507"
Triple George Grill,4.5,Open Now,"1,319 reviews",$$ - $$$,"Local cuisine, American, Bar, Vegetarian Friendly, Vegan Options",   American Bar Vegetarian Friendly,"$11 - $45,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,American, Bar,Takeout, Outdoor Seating, Seating, Waitstaff, Street Parking, Validated Parking, Free Off-Street Parking, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover, Reservations, Private Dining, Accepts Credit Cards","201 N 3rd St, Las Vegas, NV 89101-2901"
Jaburritos,4.5,Open Now,128 reviews,$,"Quick Bites, Japanese, Fast Food, Sushi, Asian, Vegetarian Friendly", Quick Bites Japanese Fast Food,"$9 - $15,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch,Japanese, Fast Food, Sushi, Asian,Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol","3545 Las Vegas Blvd S Suite L12, Las Vegas, NV 89109-8978"
Andrea's,4.5,Closed Now,565 reviews,$$$$,"Japanese, Sushi, Asian, Vegetarian Friendly, Vegan Options", Japanese Sushi Asian,"$31 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,Japanese, Sushi, Asian,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3121 Las Vegas Blvd S Wynn Las Vegas And Encore Hotel, Las Vegas, NV 89109-1967"
Grand Lux Cafe,4.5,Open Now,"4,123 reviews",$$ - $$$,"Local cuisine, Italian, American, Southwestern, Bar, Cafe",   Italian American Southwestern,"$0,Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,Italian, American, Southwestern, Bar, Cafe,Takeout, Seating, Waitstaff, Parking Available, Valet Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi, Buffet","3355 Las Vegas Blvd S at The Venetian Hotel & Casino, Las Vegas, NV 89109-8941"
Wazuzu,4.5,Open Now,900 reviews,$$ - $$$,"Chinese, Japanese, Sushi, Asian, Thai, Vegetarian Friendly",   Chinese Japanese Sushi,"$15 - $100,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,Chinese, Japanese, Sushi, Asian, Thai,Takeout, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","3131 Las Vegas Blvd S, Las Vegas, NV 89109-1967"
Chica Las Vegas,4.5,Open Now,269 reviews,$$ - $$$,"Latin, Central American, Vegetarian Friendly, Vegan Options",   Latin Central American Vegetarian Friendly,"$35 - $65,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch,Latin, Central American,Takeout, Reservations, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Highchairs Available, Free Wifi","3355 Las Vegas Blvd S Suite #106, Las Vegas, NV 89109-8941"
The Smashed Pig Gastropub,4.5,,149 reviews,$$ - $$$,"American, Bar, British, Pub, Gastropub, Gluten Free Options",   American Bar British,"Gluten Free Options, Vegetarian Friendly,Lunch, Dinner, Brunch,American, Bar, British, Pub, Gastropub,Reservations, Seating, Waitstaff, Wheelchair Accessible, Serves Alcohol, Full Bar, Takeout","509 Fremont St, Las Vegas, NV 89101-5611"
Lola's,4.5,Open Now,569 reviews,$$ - $$$,"Local cuisine, American, Seafood, Cajun & Creole, Vegetarian Friendly",   American Seafood Cajun  Creole,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,American, Seafood, Cajun & Creole,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","241 W. Charleston Blvd Ste 101 and 1220 N. Town Center Drive In the Old Holsum Bakery, Las Vegas, NV 89102-2591"
Cleo,4.5,Closed today,311 reviews,$$ - $$$,"Moroccan, Mediterranean, Middle Eastern, Vegetarian Friendly, Vegan Options",   Moroccan Mediterranean Middle Eastern,"$20 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,Moroccan, Mediterranean, Middle Eastern,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","2535 Las Vegas Blvd S SLS Hotel & Casino, Las Vegas, NV 89109-1137"
Blue Ribbon,4.5,Closed Now,620 reviews,$$$$,"American, Seafood, Vegetarian Friendly, Gluten Free Options", American Seafood Vegetarian Friendly,"$30 - $50,Vegetarian Friendly, Gluten Free Options,Dinner, Drinks, Late Night,American, Seafood,Takeout, Seating, Waitstaff, Parking Available, Valet Parking, Television, Wheelchair Accessible, Serves Alcohol, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining, Full Bar, Accepts Credit Cards","3708 Las Vegas Blvd S Level 3, Boulevard Tower, Las Vegas, NV 89109"
Culinary Dropout At Hard Rock Hotel,4.5,Open Now,642 reviews,$$ - $$$,"Local cuisine, American, Bar, Gluten Free Options, Vegetarian Friendly",   American Bar Gluten Free Options,"$0,Gluten Free Options, Vegetarian Friendly, Vegan Options,Lunch, Dinner, Brunch, Late Night, Drinks,American, Bar,Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Valet Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Highchairs Available","4455 Paradise Rd, Las Vegas, NV 89169-6574"
Cut,4.5,Closed Now,"1,559 reviews",$$$$,"American, Steakhouse, Gluten Free Options", American Steakhouse Gluten Free Options,"$0,Gluten Free Options,Dinner, Late Night,American, Steakhouse,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","3325 Las Vegas Blvd S, Las Vegas, NV 89109-1414"
"Flippin' Good Chicken, Burgers, Beer",4.5,Open Now,153 reviews,$,"American, Vegetarian Friendly, Gluten Free Options", American Vegetarian Friendly Gluten Free Options,"Vegetarian Friendly, Gluten Free Options,Lunch, Dinner, Brunch, Late Night, Drinks,American,Takeout, Outdoor Seating, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Wine and Beer","505 Fremont St, Las Vegas, NV 89101-5611"
The Golden Tiki Bar Las Vegas,4.5,,158 reviews,$$ - $$$,,  ,,"3939 Spring Mountain Rd, Las Vegas, NV 89102-8613"
Trevi Italian Restaurant,4.5,Open Now,"2,481 reviews",$$ - $$$,"Local cuisine, Italian, Soups, Vegetarian Friendly, Vegan Options",   Italian Soups Vegetarian Friendly,"$20 - $40,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Brunch, Late Night,Italian, Soups,Takeout, Reservations, Private Dining, Seating, Waitstaff, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Free Wifi","3500 Las Vegas Blvd S Forum Shops Caesars Palace, Las Vegas, NV 89109-8900"
Vintner Grill,4.5,Open Now,304 reviews,$$$$,"Local cuisine, American, Contemporary, Vegetarian Friendly, Vegan Options", American Contemporary Vegetarian Friendly,"$30 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner,American, Contemporary,Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Valet Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Private Dining","10100 W Charleston Blvd Ste 150, Las Vegas, NV 89135-5002"
Steak 'n Shake,4.0,Open Now,672 reviews,$,"American, Fast Food", American Fast Food,"Lunch, Dinner, Late Night,American, Fast Food,Takeout, Seating, Waitstaff, Parking Available, Highchairs Available, Wheelchair Accessible","9777 Las Vegas Blvd S South Point Hotel, Casino & Spa, Las Vegas, NV 89183"
Stage Door Casino,4.5,Open Now,257 reviews,$,"American, Bar, Pub", American Bar Pub,"Late Night, Drinks,American, Bar, Pub,Seating, Parking Available, Television, Wheelchair Accessible, Serves Alcohol, Full Bar","4000 Audrie St, Las Vegas, NV 89109-9106"
Greenberg's Deli,4.5,Open Now,735 reviews,$,"American, Fast Food, Deli, Kosher", American Fast Food Deli,"Kosher,Breakfast, Lunch, Dinner, Brunch, Late Night,American, Fast Food, Deli,Takeout, Seating, Wheelchair Accessible","3790 Las Vegas Blvd S New York New York Hotel & Casino, Las Vegas, NV 89109-4338"
Morimoto Las Vegas,4.5,Closed Now,368 reviews,$$$$,"Japanese, Seafood, Sushi, Asian, Vegetarian Friendly, Vegan Options", Japanese Seafood Sushi,"$100 - $115,Vegetarian Friendly, Vegan Options, Gluten Free Options,Dinner,Japanese, Seafood, Sushi, Asian,Reservations, Seating, Waitstaff, Parking Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Discover","3799 Las Vegas Blvd S MGM Grand, Las Vegas, NV 89109-4319"
Gordon Ramsay Hell's Kitchen,4.5,Open Now,"1,444 reviews",$$$$,"Local cuisine, American, Vegetarian Friendly, Vegan Options", American Vegetarian Friendly Vegan Options,"$50 - $120,Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Drinks,American,Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Credit Cards","3570 Las Vegas Blvd S, Las Vegas, NV 89109"
Twist by Pierre Gagnaire,4.5,Closed Now,594 reviews,$$$$,"French, European, Vegetarian Friendly, Gluten Free Options, Vegan Options", French European Vegetarian Friendly,"$50 - $170,Vegetarian Friendly, Gluten Free Options, Vegan Options,Dinner,French, European,Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Discover, Reservations, Private Dining, Validated Parking, Accepts Credit Cards","3752 Las Vegas Blvd S Waldorf Astoria Las Vegas, Las Vegas, NV 89158-4382"
Casa Don Juan,4.5,Open Now,340 reviews,$$ - $$$,"Local cuisine, Mexican, Latin, Spanish, Vegetarian Friendly, Vegan Options",   Mexican Latin Spanish,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,Mexican, Latin, Spanish,Takeout, Reservations, Seating, Waitstaff, Parking Available, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar","1204 S Main St, Las Vegas, NV 89104-1029"
Scarpetta,4.5,Closed today,974 reviews,$$$$,"Italian, Vegetarian Friendly, Vegan Options, Gluten Free Options", Italian Vegetarian Friendly Vegan Options,"$30 - $50,Vegetarian Friendly, Vegan Options, Gluten Free Options,Dinner, Late Night,Italian,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","3708 Las Vegas Blvd S Level 3, Boulevard Tower, Las Vegas, NV 89109-4309"
Bouchon Bakery,4.5,Open Now,509 reviews,$$ - $$$,,   Cafe European Vegetarian Friendly,,"3355 Las Vegas Blvd S, Las Vegas, NV 89109-8941"
Ellis Island BBQ,4.5,Open Now,"2,799 reviews",$,, American Barbecue,,"4178 Koval Ln, Las Vegas, NV 89109-4568"
Ri Ra,4.5,Open Now,"1,888 reviews",$$ - $$$,"Irish, Bar, British, Pub, Vegetarian Friendly, Vegan Options",   Irish Bar British,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night, Drinks,Irish, Bar, British, Pub,Highchairs Available, Takeout, Reservations, Seating, Waitstaff, Television, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi","3930 Las Vegas Blvd S The Shops at Mandalay Bay, Las Vegas, NV 89119-1010"
Bouchon,4.0,Closed Now,"3,151 reviews",$$$$,"French, European, Vegetarian Friendly, Vegan Options, Gluten Free Options", French European Vegetarian Friendly,"$21 - $100,Vegetarian Friendly, Vegan Options, Gluten Free Options,Breakfast, Lunch, Dinner, Brunch, Late Night,French, European,Reservations, Outdoor Seating, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar","3355 Las Vegas Blvd S, Las Vegas, NV 89109-8941"
Javier's,4.5,Open Now,"1,667 reviews",$$ - $$$,"Mexican, Southwestern, Latin, Vegetarian Friendly, Vegan Options",   Mexican Southwestern Latin,"Vegetarian Friendly, Vegan Options, Gluten Free Options,Lunch, Dinner, Late Night,Mexican, Southwestern, Latin,Reservations, Private Dining, Seating, Waitstaff, Parking Available, Valet Parking, Television, Wheelchair Accessible, Serves Alcohol, Full Bar","3730 Las Vegas Blvd S, Las Vegas, NV 89158-4300"
